danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.48,0.394,9,-12.976,1,0.0292,0.771,0.306,0.118,0.397,80.019,audio_features,0T0EXyGFrBjnavNQ6iwuKi,spotify:track:0T0EXyGFrBjnavNQ6iwuKi,https://api.spotify.com/v1/tracks/0T0EXyGFrBjnavNQ6iwuKi,https://api.spotify.com/v1/audio-analysis/0T0EXyGFrBjnavNQ6iwuKi,247827,4
0.429,0.42,7,-12.409,0,0.0391,0.657,2.87e-05,0.0727,0.471,114.032,audio_features,0JIGBObzd2N4gv8xDeJIQz,spotify:track:0JIGBObzd2N4gv8xDeJIQz,https://api.spotify.com/v1/tracks/0JIGBObzd2N4gv8xDeJIQz,https://api.spotify.com/v1/audio-analysis/0JIGBObzd2N4gv8xDeJIQz,237378,4
0.452,0.261,2,-16.227,0,0.0309,0.694,0.0168,0.107,0.134,142.813,audio_features,5Ro1ro11DKVn7lwRJ5gDRR,spotify:track:5Ro1ro11DKVn7lwRJ5gDRR,https://api.spotify.com/v1/tracks/5Ro1ro11DKVn7lwRJ5gDRR,https://api.spotify.com/v1/audio-analysis/5Ro1ro11DKVn7lwRJ5gDRR,420040,4
0.316,0.413,11,-12.216,1,0.0334,0.856,0.00245,0.143,0.245,155.69,audio_features,3KAQ4xe2sR6IiltZw8HSA5,spotify:track:3KAQ4xe2sR6IiltZw8HSA5,https://api.spotify.com/v1/tracks/3KAQ4xe2sR6IiltZw8HSA5,https://api.spotify.com/v1/audio-analysis/3KAQ4xe2sR6IiltZw8HSA5,256680,4
0.435,0.346,7,-13.943,1,0.0377,0.95,0.912,0.113,0.298,105.075,audio_features,0w12cRuemDS6oZmQdPuhJx,spotify:track:0w12cRuemDS6oZmQdPuhJx,https://api.spotify.com/v1/tracks/0w12cRuemDS6oZmQdPuhJx,https://api.spotify.com/v1/audio-analysis/0w12cRuemDS6oZmQdPuhJx,254395,4
0.613,0.38,11,-10.314,1,0.0272,0.554,5.31e-05,0.113,0.246,123.017,audio_features,10bsIOqye17izduOx8aQD5,spotify:track:10bsIOqye17izduOx8aQD5,https://api.spotify.com/v1/tracks/10bsIOqye17izduOx8aQD5,https://api.spotify.com/v1/audio-analysis/10bsIOqye17izduOx8aQD5,182699,4
0.652,0.407,11,-12.018,1,0.0276,0.904,7.9e-05,0.116,0.343,104.99,audio_features,3W7NOrpfINmBpIZoHTl5yL,spotify:track:3W7NOrpfINmBpIZoHTl5yL,https://api.spotify.com/v1/tracks/3W7NOrpfINmBpIZoHTl5yL,https://api.spotify.com/v1/audio-analysis/3W7NOrpfINmBpIZoHTl5yL,174039,4
0.509,0.423,11,-15.506,1,0.0285,0.364,0.0975,0.101,0.446,80.063,audio_features,7mPtXoZqVIRHSWjWzca85k,spotify:track:7mPtXoZqVIRHSWjWzca85k,https://api.spotify.com/v1/tracks/7mPtXoZqVIRHSWjWzca85k,https://api.spotify.com/v1/audio-analysis/7mPtXoZqVIRHSWjWzca85k,191933,4
0.593,0.322,10,-13.804,1,0.0305,0.831,0.00095,0.114,0.341,146.857,audio_features,2oSROoJ1KZfAblqjemirxw,spotify:track:2oSROoJ1KZfAblqjemirxw,https://api.spotify.com/v1/tracks/2oSROoJ1KZfAblqjemirxw,https://api.spotify.com/v1/audio-analysis/2oSROoJ1KZfAblqjemirxw,222213,4
0.406,0.423,1,-11.508,0,0.057,0.803,0.0,0.068,0.714,106.526,audio_features,3P6fiFnHTkaryP2WmwV6Ch,spotify:track:3P6fiFnHTkaryP2WmwV6Ch,https://api.spotify.com/v1/tracks/3P6fiFnHTkaryP2WmwV6Ch,https://api.spotify.com/v1/audio-analysis/3P6fiFnHTkaryP2WmwV6Ch,167732,4
0.684,0.147,4,-14.216,1,0.0449,0.838,6.38e-05,0.0884,0.105,129.957,audio_features,27J740Pp6TIPyjNsWDCfRL,spotify:track:27J740Pp6TIPyjNsWDCfRL,https://api.spotify.com/v1/tracks/27J740Pp6TIPyjNsWDCfRL,https://api.spotify.com/v1/audio-analysis/27J740Pp6TIPyjNsWDCfRL,196400,4
0.644,0.501,1,-9.374,0,0.0302,0.664,0.164,0.124,0.158,103.988,audio_features,7xghXOM3CaIK6wmR0xW1XS,spotify:track:7xghXOM3CaIK6wmR0xW1XS,https://api.spotify.com/v1/tracks/7xghXOM3CaIK6wmR0xW1XS,https://api.spotify.com/v1/audio-analysis/7xghXOM3CaIK6wmR0xW1XS,201196,4
0.642,0.332,8,-11.23,1,0.0348,0.664,8.28e-05,0.0847,0.325,130.153,audio_features,7CTVIpoQqwCki0Lprz0ez6,spotify:track:7CTVIpoQqwCki0Lprz0ez6,https://api.spotify.com/v1/tracks/7CTVIpoQqwCki0Lprz0ez6,https://api.spotify.com/v1/audio-analysis/7CTVIpoQqwCki0Lprz0ez6,180000,4
0.519,0.559,11,-11.023,0,0.0647,0.574,0.00338,0.248,0.378,171.831,audio_features,73EWPau4HCJc4Pra7cOYs6,spotify:track:73EWPau4HCJc4Pra7cOYs6,https://api.spotify.com/v1/tracks/73EWPau4HCJc4Pra7cOYs6,https://api.spotify.com/v1/audio-analysis/73EWPau4HCJc4Pra7cOYs6,219642,4
0.57,0.371,3,-10.314,1,0.0306,0.896,0.0,0.114,0.308,94.921,audio_features,1cIXqC75Zx6nwoYOfFyCae,spotify:track:1cIXqC75Zx6nwoYOfFyCae,https://api.spotify.com/v1/tracks/1cIXqC75Zx6nwoYOfFyCae,https://api.spotify.com/v1/audio-analysis/1cIXqC75Zx6nwoYOfFyCae,173924,4
0.539,0.562,0,-8.73,1,0.027,0.871,7.02e-05,0.0851,0.196,90.033,audio_features,12AexVPrdGTxPcbBEPSziz,spotify:track:12AexVPrdGTxPcbBEPSziz,https://api.spotify.com/v1/tracks/12AexVPrdGTxPcbBEPSziz,https://api.spotify.com/v1/audio-analysis/12AexVPrdGTxPcbBEPSziz,206502,4
0.409,0.482,8,-9.917,1,0.0269,0.592,0.00448,0.078,0.335,78.987,audio_features,7LdUTzOChvJJbJPZNhJj5X,spotify:track:7LdUTzOChvJJbJPZNhJj5X,https://api.spotify.com/v1/tracks/7LdUTzOChvJJbJPZNhJj5X,https://api.spotify.com/v1/audio-analysis/7LdUTzOChvJJbJPZNhJj5X,223847,4
0.626,0.598,3,-5.636,1,0.0277,0.449,1.76e-05,0.102,0.402,103.97,audio_features,6ozl5zWAZzaonSYbyQvL9H,spotify:track:6ozl5zWAZzaonSYbyQvL9H,https://api.spotify.com/v1/tracks/6ozl5zWAZzaonSYbyQvL9H,https://api.spotify.com/v1/audio-analysis/6ozl5zWAZzaonSYbyQvL9H,182596,4
0.561,0.396,1,-11.19,1,0.0414,0.781,1.42e-06,0.25,0.53,85.751,audio_features,1ouw74ZUQ4IhLJaSNqvhmx,spotify:track:1ouw74ZUQ4IhLJaSNqvhmx,https://api.spotify.com/v1/tracks/1ouw74ZUQ4IhLJaSNqvhmx,https://api.spotify.com/v1/audio-analysis/1ouw74ZUQ4IhLJaSNqvhmx,190133,4
0.562,0.266,4,-14.852,1,0.0409,0.928,0.000626,0.0983,0.493,88.969,audio_features,2kycJzQpJO3QRQsoY96poa,spotify:track:2kycJzQpJO3QRQsoY96poa,https://api.spotify.com/v1/tracks/2kycJzQpJO3QRQsoY96poa,https://api.spotify.com/v1/audio-analysis/2kycJzQpJO3QRQsoY96poa,178573,4
0.323,0.443,7,-9.004,1,0.0406,0.792,0.0,0.129,0.641,81.313,audio_features,3V78OHkbhsmOv13MbBRnxt,spotify:track:3V78OHkbhsmOv13MbBRnxt,https://api.spotify.com/v1/tracks/3V78OHkbhsmOv13MbBRnxt,https://api.spotify.com/v1/audio-analysis/3V78OHkbhsmOv13MbBRnxt,196759,4
